AttackValueHomeTeam,DefenseValueHomeTeam,ValueHomeTeam,AttackValueAwayTeam,DefenseValueAwayTeam,ValueAwayTeam,resultado,AverageGoalsInFavorHomeTeam,AverageGoalsAgainstHomeTeam,AverageGoalsInFavorAwayTeam,AverageGoalsAgainstAwayTeam,HomeWinLastFiveIndice,HomeDrawLastFiveIndice,HomeDefeatLastFiveIndice,AwayWinLastFiveIndice,AwayDrawLastFiveIndice,AwayDefeatLastFiveIndice,AttackStrengthHomeTeam,DefenseStrengthHomeTeam,StrengthHomeTeam,AttackStrengthAwayTeam,DefenseStrengthAwayTeam,StrengthAwayTeam
5.838749999999999,8.656,7.062142857142855,6.632857142857143,9.700000000000001,8.186666666666666,1,1.3333333333333333,1.5,0.8333333333333334,1.1666666666666667,0.0,0.6,0.4,0.0,0.6,0.4,1.6626190476190477,2.713809523809524,2.038609523809524,1.8246428571428575,1.638571428571429,1.7309333333333334
7.930000000000001,8.573333333333332,8.310000000000002,3.6875000000000004,9.03,6.080666666666667,0,1.3333333333333333,1.1666666666666667,0.5,1.5,0.6,0.0,0.4,0.4,0.2,0.4,2.2146031746031745,2.699333333333333,2.492695238095238,2.0216269841269843,5.021904761904762,3.3628
6.231111111111111,6.938,6.602,10.406666666666668,8.734,10.034666666666665,-1,1.0,0.8333333333333334,2.0,0.8333333333333334,0.4,0.4,0.2,0.6,0.0,0.4,2.231666666666667,2.9146666666666667,2.4684,3.2413492063492066,2.496,2.9749098901098905
9.302222222222222,7.337999999999999,9.014666666666667,9.467777777777778,8.352,9.323333333333332,-1,1.3333333333333333,0.8333333333333334,2.0,1.3333333333333333,0.4,0.6,0.0,0.6,0.2,0.2,2.7766666666666664,1.5786666666666667,2.3213333333333335,3.4769444444444444,2.7506666666666666,3.2391999999999994
3.3133333333333335,4.696,3.726,4.774,6.032499999999999,5.351333333333333,-1,0.16666666666666666,1.5,1.0,0.6666666666666666,0.2,0.0,0.8,0.6,0.2,0.2,0.7491666666666666,1.3586666666666667,0.9817333333333333,1.8503888888888884,4.233,2.625466666666667
5.146666666666666,8.437999999999999,6.429333333333333,6.187,9.5825,7.312666666666667,1,0.5,1.1666666666666667,1.3333333333333333,1.0,0.0,0.2,0.8,0.6,0.0,0.4,1.7322222222222223,3.6513333333333335,2.4726666666666666,1.9528888888888887,5.023666666666666,3.2
6.867500000000001,10.826,8.390714285714287,3.1425,4.626666666666666,3.7180000000000004,0,0.7142857142857143,1.2857142857142858,0.14285714285714285,1.4285714285714286,0.2,0.4,0.4,0.2,0.0,0.8,1.2330555555555556,3.7866666666666666,2.290180952380952,1.0208333333333335,2.1206666666666667,1.4457333333333335
4.8389999999999995,8.872499999999999,6.002666666666666,9.31875,10.941666666666665,10.030000000000001,0,1.0,1.4285714285714286,1.0,0.7142857142857143,0.4,0.0,0.6,0.6,0.2,0.2,1.8721587301587301,2.9874999999999994,2.2204476190476194,2.1375,4.843333333333334,3.2668
9.7075,12.866666666666667,11.337333333333333,10.247499999999999,8.258333333333335,9.629333333333333,1,1.2857142857142858,0.5714285714285714,2.142857142857143,1.2857142857142858,0.4,0.4,0.2,0.8,0.0,0.2,3.2336111111111108,2.489333333333333,2.9846666666666666,3.171388888888889,2.9366666666666665,3.1126666666666667
5.09,8.950000000000001,6.394666666666668,6.344285714285713,6.13142857142857,6.356,-1,1.1428571428571428,1.1428571428571428,1.4285714285714286,1.5714285714285714,0.6,0.0,0.4,0.2,0.2,0.6,1.6099999999999999,4.8836666666666675,2.945466666666667,3.616309523809524,3.2724761904761905,3.5867333333333336
5.601111111111111,7.575999999999999,6.439333333333334,11.025000000000002,13.225999999999999,12.224285714285713,0,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.2857142857142858,0.2,0.4,0.4,0.4,0.4,0.2,1.492777777777778,2.892666666666667,2.0822095238095235,2.1552777777777776,3.164,2.574247619047619
7.529999999999999,7.122,7.537333333333333,9.487777777777778,9.92,9.807142857142859,1,1.1428571428571428,1.0,1.8571428571428572,0.7142857142857143,0.6,0.2,0.2,0.6,0.0,0.4,2.743492063492063,2.9513333333333334,2.9304285714285716,2.961666666666667,2.6479999999999997,2.914371428571429
6.4875,5.468,6.215714285714286,6.512499999999999,10.508,8.402142857142858,-1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.2,0.4,0.4,0.2,0.6,0.2,1.7058333333333333,1.3906666666666667,1.5664,2.943333333333333,4.026,3.4471047619047623
10.22875,8.781666666666666,10.008666666666667,4.9175,6.502,5.625714285714286,1,1.2857142857142858,1.1428571428571428,0.7142857142857143,1.0,0.4,0.4,0.2,0.2,0.2,0.6,2.978333333333333,3.1286666666666667,3.0486666666666666,1.7447222222222223,3.4673333333333334,2.4002857142857144
5.542222222222223,10.6,7.408,5.07625,6.204999999999999,5.751999999999999,1,0.42857142857142855,1.2857142857142858,0.7142857142857143,1.2857142857142858,0.4,0.4,0.2,0.0,0.4,0.6,2.0060714285714285,5.3939047619047615,3.4878666666666667,1.8171428571428572,1.2585714285714285,1.5608
4.40125,7.625,5.973333333333333,6.517777777777777,8.236,7.110666666666666,0,1.0,0.5714285714285714,1.1428571428571428,1.4285714285714286,0.6,0.2,0.2,0.2,0.4,0.4,1.7273333333333334,4.781000000000001,2.8393333333333333,1.6580555555555556,2.5879999999999996,1.9826666666666668
5.578749999999999,6.453333333333334,6.064000000000001,9.36111111111111,13.830000000000002,11.218,1,1.5,1.375,1.25,0.5,0.4,0.2,0.4,0.4,0.4,0.2,1.6663095238095238,3.0039047619047623,2.3882000000000003,3.7202777777777785,2.425333333333333,3.28
9.816250000000002,11.612,10.657142857142857,10.73875,8.242,10.159999999999998,0,1.625,0.875,1.375,1.0,0.6,0.0,0.4,0.4,0.4,0.2,2.4291666666666667,2.164,2.393942857142857,3.208333333333333,2.786,3.069142857142857
12.456250000000002,13.169999999999998,13.032857142857143,7.190000000000001,5.9375,6.993571428571428,1,1.75,1.375,1.25,0.875,0.4,0.4,0.2,0.8,0.2,0.0,2.310277777777778,3.1919999999999997,2.6818190476190478,2.687936507936508,2.614666666666667,2.8036
7.705555555555555,10.760000000000002,9.092666666666668,5.3687499999999995,8.861666666666666,6.898666666666666,1,1.0,0.625,0.5,1.125,0.4,0.4,0.2,0.4,0.4,0.2,2.905833333333333,4.034666666666666,3.409238095238095,1.9360714285714287,6.020571428571428,3.7206666666666672
6.818888888888889,6.434,6.876666666666667,4.164444444444444,5.604,4.8853333333333335,1,0.625,1.25,0.875,0.5,0.0,0.2,0.8,0.4,0.4,0.2,1.834285714285714,2.727142857142857,2.2096000000000005,1.6620555555555554,4.711,2.7898666666666667
10.866666666666667,9.95,10.798,6.15875,8.9,7.384666666666666,1,1.875,1.25,0.75,1.25,0.6,0.0,0.4,0.0,0.6,0.4,4.500277777777778,4.192666666666666,4.4392,1.4519444444444445,4.0040000000000004,2.531647619047619
6.167142857142857,6.042857142857143,6.131333333333334,5.5009999999999994,7.085,5.974000000000001,-1,1.0,1.25,0.875,1.25,0.0,0.6,0.4,0.4,0.2,0.4,1.3205555555555555,2.362285714285714,1.6932000000000003,1.6044444444444443,3.2424999999999997,2.0350666666666664
9.393333333333334,14.874,11.268666666666668,4.355714285714286,9.02,6.299166666666667,0,0.875,0.625,1.0,1.25,0.6,0.2,0.2,0.6,0.0,0.4,1.6263888888888887,5.311333333333333,3.1024000000000003,1.6398412698412694,4.4076666666666675,2.8502
4.434444444444445,4.5280000000000005,4.392,6.0675,7.508333333333334,6.852666666666667,-1,0.25,1.375,1.5,1.375,0.2,0.2,0.6,0.2,0.6,0.2,1.8538888888888891,2.738,2.2181333333333333,2.1205555555555557,3.218,2.59127619047619
5.203333333333334,6.28,5.731333333333334,6.115555555555556,4.036,5.544666666666667,1,0.625,1.125,0.75,1.0,0.2,0.2,0.6,0.0,0.4,0.6,2.1691666666666665,2.695333333333333,2.3973523809523813,1.7179166666666668,1.053,1.4646000000000001
7.4399999999999995,11.538333333333334,9.132666666666667,6.611111111111111,7.638000000000001,7.102666666666667,-1,0.6666666666666666,1.4444444444444444,1.6666666666666667,1.3333333333333333,0.0,0.6,0.4,0.4,0.6,0.0,1.2955555555555556,3.875333333333333,2.387647619047619,2.1177777777777775,3.2133333333333334,2.5650095238095236
7.094444444444445,8.286000000000001,7.472666666666665,8.618888888888888,4.702,7.2459999999999996,1,0.8888888888888888,1.1111111111111112,1.4444444444444444,1.2222222222222223,0.4,0.2,0.4,0.4,0.2,0.4,1.8771111111111112,3.6420000000000003,2.4015999999999997,1.4228174603174601,2.4770476190476187,1.9897333333333336
10.42888888888889,16.684,12.82333333333333,10.7525,8.918333333333335,10.306666666666668,1,1.1111111111111112,0.5555555555555556,1.3333333333333333,1.0,0.4,0.2,0.4,0.2,0.6,0.2,4.1402777777777775,3.009333333333333,3.767333333333333,3.3200000000000003,2.0580000000000003,2.8916761904761903
10.265714285714287,9.252857142857142,10.048666666666666,5.828,5.789999999999999,5.941999999999998,1,1.1111111111111112,0.5555555555555556,0.8888888888888888,1.1111111111111112,0.4,0.4,0.2,0.4,0.2,0.4,2.9683333333333333,5.449904761904762,4.132171428571429,1.7118412698412697,2.8310000000000004,2.2538
6.43625,6.348333333333333,6.557999999999999,2.692222222222222,6.772000000000001,4.160000000000001,-1,0.8888888888888888,1.1111111111111112,0.3333333333333333,1.5555555555555556,0.2,0.2,0.6,0.2,0.2,0.6,1.3542857142857145,2.3238095238095235,1.7542666666666669,2.2472222222222222,3.722,2.833466666666667
11.063333333333333,9.668000000000001,10.776666666666667,7.095714285714287,5.915,6.560714285714286,1,2.0,1.1111111111111112,0.8888888888888888,1.2222222222222223,0.8,0.0,0.2,0.0,0.4,0.6,4.069999999999999,3.8579999999999997,4.072666666666667,1.779484126984127,2.0622857142857143,1.8047619047619048
5.742222222222223,5.226,5.715999999999998,11.333333333333334,17.738,13.919333333333334,-1,0.7777777777777778,1.1111111111111112,1.7777777777777777,1.3333333333333333,0.0,0.2,0.8,0.6,0.2,0.2,1.4744444444444444,0.7953333333333333,1.2245333333333335,2.325833333333333,3.4239999999999995,2.776352380952381
9.375555555555557,13.482,10.84,5.211250000000001,10.693333333333333,7.628,0,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.4,0.4,0.2,0.4,0.4,0.2,1.8797222222222225,5.063333333333334,3.178133333333333,1.3284444444444443,4.839,2.6648
6.085555555555556,9.488,7.3566666666666665,11.652499999999998,12.411999999999999,12.009285714285712,1,0.4444444444444444,1.2222222222222223,1.5555555555555556,0.8888888888888888,0.4,0.4,0.2,0.4,0.2,0.4,2.6675,4.816,3.624666666666667,2.835277777777778,2.68,2.8399333333333336
6.253333333333334,8.200000000000001,7.035999999999999,6.166666666666667,7.692,6.861999999999999,1,1.3,1.2,0.8,1.2,0.4,0.2,0.4,0.2,0.2,0.6,1.4783730158730157,3.577047619047619,2.4261333333333335,1.278452380952381,2.35647619047619,1.7077333333333335
10.376999999999999,11.975000000000001,10.967999999999998,7.4688888888888885,11.181999999999999,9.090666666666666,1,1.6,1.1,1.2,0.5,0.4,0.2,0.4,0.6,0.4,0.0,2.0970555555555555,3.4870000000000005,2.5926,2.6350000000000002,5.269904761904762,3.8485714285714288
11.16125,16.222,13.380714285714285,5.318888888888889,8.425999999999998,6.550666666666667,-1,1.8,1.2,0.8,1.1,0.6,0.2,0.2,0.4,0.2,0.4,2.1980555555555554,3.7679999999999993,2.8146857142857145,2.6025,3.95,3.1260190476190477
6.101111111111112,9.494,7.379333333333332,9.366249999999999,9.08,9.577333333333334,-1,0.8,1.2,2.1,1.1,0.2,0.2,0.6,0.8,0.0,0.2,1.7318412698412693,2.399,2.1098,3.878055555555555,2.8573333333333335,3.582533333333333
8.358888888888888,8.690000000000001,8.572,6.288888888888889,6.095999999999999,6.317333333333334,1,1.7,1.3,0.7,1.3,0.6,0.4,0.0,0.6,0.2,0.2,2.537777777777778,3.517333333333333,2.9504761904761905,1.8280555555555555,3.7900000000000005,2.6632000000000002
