"id","rodada","clube_casa_id","clube_visitante_id","placar_oficial_mandante","placar_oficial_visitante","idTemporada"
920,"16","344","294","0","1",3
921,"17","263","275","3","1",3
922,"17","266","303","3","0",3
923,"17","276","315","2","2",3
924,"17","277","283","2","0",3
925,"17","282","344","3","0",3
926,"17","285","264","0","1",3
927,"17","292","293","2","0",3
928,"17","294","262","0","2",3
929,"17","316","287","1","0",3
930,"17","327","284","0","0",3
931,"18","266","316","3","2",3
932,"18","276","282","1","2",3
933,"18","277","262","0","0",3
934,"18","283","285","4","2",3
935,"18","284","344","0","0",3
936,"18","287","294","3","1",3
937,"18","292","327","1","1",3
938,"18","293","264","2","0",3
939,"18","303","263","2","0",3
940,"18","315","275","1","1",3
941,"19","262","293","1","0",3
942,"19","263","284","2","1",3
943,"19","264","283","1","1",3
944,"19","275","287","2","1",3
945,"19","282","315","3","1",3
946,"19","285","266","2","2",3
947,"19","294","303","3","1",3
948,"19","316","292","1","1",3
949,"19","327","277","1","0",3
950,"19","344","276","1","2",3
951,"20","266","327","1","0",3
952,"20","276","263","0","1",3
953,"20","277","282","3","0",3
954,"20","283","294","2","2",3
955,"20","284","264","3","0",3
956,"20","287","344","2","2",3
957,"20","292","262","1","0",3
958,"20","293","275","0","1",3
959,"20","303","316","2","0",3
960,"20","315","285","1","0",3
961,"21","262","284","2","1",3
962,"21","263","292","3","0",3
963,"21","264","287","2","1",3
964,"21","275","303","2","2",3
965,"21","282","293","1","0",3
966,"21","285","276","1","1",3
967,"21","294","277","2","1",3
968,"21","316","283","1","2",3
969,"21","327","315","1","2",3
970,"21","344","266","0","1",3
971,"22","266","275","0","2",3
972,"22","276","294","0","0",3
973,"22","277","316","0","1",3
974,"22","283","344","2","0",3
975,"22","284","282","1","1",3
976,"22","287","327","2","1",3
977,"22","292","285","1","1",3
978,"22","293","263","1","0",3
979,"22","303","264","2","0",3
980,"22","315","262","1","3",3
981,"23","262","303","2","1",3
982,"23","263","266","1","0",3
983,"23","264","292","3","0",3
984,"23","275","276","2","1",3
985,"23","282","287","2","1",3
986,"23","285","277","2","1",3
987,"23","294","284","4","0",3
988,"23","316","293","1","0",3
989,"23","327","283","0","2",3
990,"23","344","315","2","2",3
991,"24","266","282","4","2",3
992,"24","276","316","3","1",3
993,"24","277","264","2","1",3
994,"24","283","263","0","2",3
995,"24","284","275","0","0",3
996,"24","287","262","1","2",3
997,"24","292","344","5","3",3
998,"24","293","285","2","1",3
999,"24","303","327","1","1",3
1000,"24","315","294","1","0",3
1001,"25","263","277","0","1",3
1002,"25","266","315","1","2",3
1003,"25","275","262","1","1",3
1004,"25","276","283","1","0",3
1005,"25","282","292","1","0",3
1006,"25","285","287","0","1",3
1007,"25","294","264","1","1",3
1008,"25","303","284","3","0",3
1009,"25","316","327","2","2",3
1010,"25","344","293","1","0",3
1011,"26","262","316","2","0",3
1012,"26","264","275","0","2",3
1013,"26","277","344","3","2",3
1014,"26","283","282","1","1",3
1015,"26","284","266","0","1",3
1016,"26","287","263","0","1",3
1017,"26","292","294","0","1",3
1018,"26","293","276","1","0",3
1019,"26","315","303","2","2",3
1020,"26","327","285","1","0",3
1021,"27","262","283","2","1",3
1022,"27","264","266","0","1",3
1023,"27","275","294","2","1",3
1024,"27","282","285","3","1",3
1025,"27","284","315","1","0",3
1026,"27","287","276","2","0",3
1027,"27","292","277","1","0",3
1028,"27","293","303","3","0",3
1029,"27","316","344","3","1",3
1030,"27","327","263","1","0",3
1031,"28","263","264","2","0",3
1032,"28","266","292","3","1",3
1033,"28","276","262","0","0",3
1034,"28","277","293","2","0",3
1035,"28","283","284","1","0",3
1036,"28","285","316","1","0",3
1037,"28","294","327","3","0",3
1038,"28","303","282","1","2",3
1039,"28","315","287","1","4",3
1040,"28","344","275","2","3",3
1041,"29","262","344","3","0",3
1042,"29","264","282","0","0",3
1043,"29","277","266","2","1",3
1044,"29","283","303","2","0",3
1045,"29","285","294","1","0",3
1046,"29","287","284","0","1",3
1047,"29","292","276","1","1",3
1048,"29","293","315","3","1",3
1049,"29","316","263","0","1",3
1050,"29","327","275","0","2",3
1051,"30","263","285","1","0",3
1052,"30","266","262","1","2",3
1053,"30","275","283","0","0",3
1054,"30","276","277","0","1",3
1055,"30","282","327","3","0",3
1056,"30","284","293","1","0",3
1057,"30","294","316","0","0",3
1058,"30","303","287","2","0",3
1059,"30","315","292","3","0",3
1060,"30","344","264","2","4",3
1061,"31","263","282","3","2",3
1062,"31","264","327","2","0",3
1063,"31","266","276","1","2",3
1064,"31","277","284","1","1",3
1065,"31","283","315","0","0",3
1066,"31","285","262","2","1",3
1067,"31","292","287","1","0",3
1068,"31","293","294","2","0",3
1069,"31","303","344","3","0",3
1070,"31","316","275","1","2",3
1071,"32","262","264","2","2",3
1072,"32","275","292","2","1",3
1073,"32","276","303","2","0",3
1074,"32","282","316","3","0",3
1075,"32","284","285","0","0",3
1076,"32","287","283","0","1",3
1077,"32","294","266","1","1",3
1078,"32","315","277","0","1",3
1079,"32","327","293","1","0",3
1080,"32","344","263","0","1",3
1081,"33","263","294","0","0",3
1082,"33","264","315","1","1",3
1083,"33","266","287","2","2",3
1084,"33","277","275","1","0",3
1085,"33","282","262","2","2",3
1086,"33","285","344","1","1",3
1087,"33","292","303","1","0",3
1088,"33","293","283","1","0",3
1089,"33","316","284","0","0",3
1090,"33","327","276","1","0",3
1091,"34","262","263","0","0",3
1092,"34","275","285","1","0",3
1093,"34","276","264","4","0",3
1094,"34","283","266","4","2",3
1095,"34","284","292","0","3",3
1096,"34","287","293","3","2",3
1097,"34","294","282","2","0",3
1098,"34","303","277","1","2",3
1099,"34","315","316","1","0",3
1100,"34","344","327","1","0",3
1101,"35","263","315","0","2",3
1102,"35","266","293","1","1",3
1103,"35","276","284","1","1",3
1104,"35","277","287","3","2",3
1105,"35","282","275","1","1",3
1106,"35","285","303","1","1",3
1107,"35","292","283","0","1",3
1108,"35","294","344","1","0",3
1109,"35","316","264","1","1",3
1110,"35","327","262","0","1",3
1111,"36","262","294","2","2",3
1112,"36","264","285","1","0",3
1113,"36","275","263","1","0",3
1114,"36","283","277","2","2",3
1115,"36","284","327","3","0",3
1116,"36","287","316","4","0",3
1117,"36","293","292","2","0",3
1118,"36","303","266","1","0",3
1119,"36","315","276","2","0",3
1120,"36","344","282","3","3",3
1121,"37","262","277","2","0",3
1122,"37","263","303","1","1",3
1123,"37","264","293","0","0",3
1124,"37","275","315","1","0",3
1125,"37","282","276","1","2",3
1126,"37","285","283","1","0",3
1127,"37","294","287","0","1",3
1128,"37","316","266","1","0",3
1129,"37","327","292","2","2",3
1130,"37","344","284","5","1",3
1131,"38","266","285","1","1",3
1132,"38","276","344","5","0",3
1133,"38","277","327","1","0",3
1134,"38","283","264","3","2",3
1135,"38","284","263","0","1",3
1136,"38","287","275","1","2",3
1137,"38","292","316","2","0",3
1138,"38","293","262","0","0",3
1139,"38","303","294","2","0",3
1140,"38","315","282","0","0",3
1141,"1","266","277","3","2",4
1142,"1","262","282","1","1",4
1143,"1","275","267","4","0",4
1144,"1","264","315","1","1",4
1145,"1","283","276","1","0",4
1146,"1","294","373","4","1",4
1147,"1","284","263","2","0",4
1148,"1","265","293","6","2",4
1149,"1","303","292","4","0",4
1150,"1","314","287","0","0",4
1151,"2","263","303","2","0",4
1152,"2","267","265","2","1",4
1153,"2","277","294","1","0",4
1154,"2","276","314","2","0",4
1155,"2","282","266","1","2",4
1156,"2","293","284","0","2",4
1157,"2","292","283","1","1",4
1158,"2","287","264","0","1",4
1159,"2","373","262","0","3",4
1160,"2","315","275","1","0",4
1161,"3","263","265","1","0",4
1162,"3","267","266","3","2",4
1163,"3","277","283","0","1",4
1164,"3","276","275","2","0",4
1165,"3","282","303","2","2",4
1166,"3","293","262","1","1",4
1167,"3","292","284","4","3",4
1168,"3","287","294","0","1",4
1169,"3","373","264","0","1",4
1170,"3","315","314","2","0",4
1171,"4","266","287","2","1",4
1172,"4","262","263","0","0",4
1173,"4","275","282","0","0",4
1174,"4","264","277","2","0",4
1175,"4","283","315","0","2",4
1176,"4","294","293","1","0",4
1177,"4","284","267","2","0",4
1178,"4","265","373","3","0",4
1179,"4","303","276","1","0",4
1180,"4","314","292","1","0",4
1181,"5","266","293","1","1",4
1182,"5","267","264","2","5",4
1183,"5","277","263","1","0",4
1184,"5","276","287","2","0",4
1185,"5","282","314","1","0",4
1186,"5","294","275","1","0",4
1187,"5","292","262","2","0",4
1188,"5","265","283","1","0",4
1189,"5","373","303","3","0",4
1190,"5","315","284","3","6",4
1191,"6","263","294","2","2",4
1192,"6","267","292","2","1",4
1193,"6","275","266","3","1",4
1194,"6","264","276","3","2",4
1195,"6","283","373","2","0",4
1196,"6","293","277","0","2",4
1197,"6","284","265","1","0",4
1198,"6","287","282","2","0",4
1199,"6","303","315","3","2",4
1200,"6","314","262","1","1",4
1201,"7","266","284","0","2",4
1202,"7","262","303","2","0",4
1203,"7","277","275","1","0",4
1204,"7","264","283","1","0",4
1205,"7","282","293","0","1",4
1206,"7","294","265","0","0",4
1207,"7","292","276","0","0",4
1208,"7","287","263","2","2",4
1209,"7","373","314","3","1",4
1210,"7","315","267","2","1",4
1211,"8","266","262","2","2",4
1212,"8","267","314","1","0",4
1213,"8","277","303","0","0",4
1214,"8","276","282","1","2",4
1215,"8","283","284","3","3",4
1216,"8","294","264","0","0",4
1217,"8","292","287","1","3",4
1218,"8","265","275","2","4",4
1219,"8","373","293","0","1",4
1220,"8","315","263","0","2",4
1221,"9","263","267","3","1",4
1222,"9","262","315","5","1",4
1223,"9","275","373","1","0",4
1224,"9","264","265","3","0",4
1225,"9","282","292","2","2",4
1226,"9","293","276","1","0",4
1227,"9","284","294","2","0",4
1228,"9","287","277","0","2",4
1229,"9","303","283","1","0",4
1230,"9","314","266","0","3",4
1231,"10","263","314","0","2",4
1232,"10","267","373","1","0",4
1233,"10","277","292","0","1",4
1234,"10","276","266","1","1",4
1235,"10","283","294","2","0",4
1236,"10","293","287","4","1",4
1237,"10","284","264","0","1",4
1238,"10","265","262","0","1",4
1239,"10","303","275","1","2",4
1240,"10","315","282","0","1",4
1241,"11","266","315","3","3",4
1242,"11","262","276","2","0",4
1243,"11","275","284","1","0",4
1244,"11","264","263","1","0",4
1245,"11","282","283","3","1",4
1246,"11","294","267","2","2",4
1247,"11","292","293","1","0",4
1248,"11","287","265","0","0",4
1249,"11","373","277","1","1",4
1250,"11","314","303","0","0",4
1251,"12","263","282","1","1",4
1252,"12","267","262","0","1",4
1253,"12","277","276","3","2",4
1254,"12","264","303","2","0",4
1255,"12","283","275","3","1",4
1256,"12","294","292","0","3",4
1257,"12","284","314","0","2",4
1258,"12","265","266","1","1",4
1259,"12","373","287","1","2",4
1260,"12","315","293","1","1",4
1261,"13","266","263","0","1",4
1262,"13","262","284","0","1",4
1263,"13","275","264","0","2",4
1264,"13","276","373","2","2",4
1265,"13","282","277","0","1",4
1266,"13","293","283","0","2",4
1267,"13","292","315","3","0",4
1268,"13","287","267","1","4",4
1269,"13","303","265","0","3",4
1270,"13","314","294","1","4",4
1271,"14","263","292","2","1",4
1272,"14","267","277","0","0",4
1273,"14","275","287","4","2",4
1274,"14","264","293","2","2",4
1275,"14","283","262","1","1",4
1276,"14","294","266","1","2",4
1277,"14","284","303","3","1",4
1278,"14","265","314","1","1",4
1279,"14","373","282","1","2",4
1280,"14","315","276","2","0",4
1281,"15","266","283","1","1",4
1282,"15","262","275","2","2",4
1283,"15","277","315","1","0",4
1284,"15","276","267","1","0",4
1285,"15","282","265","0","2",4
1286,"15","293","263","0","0",4
1287,"15","292","373","4","0",4
1288,"15","287","284","1","3",4
1289,"15","303","294","4","0",4
1290,"15","314","264","0","0",4
1291,"16","266","264","0","1",4
1292,"16","262","294","2","1",4
1293,"16","277","265","3","0",4
1294,"16","276","284","1","1",4
1295,"16","282","267","1","2",4
1296,"16","293","303","0","2",4
1297,"16","292","275","0","2",4
1298,"16","287","315","1","2",4
1299,"16","373","263","1","1",4
1300,"16","314","283","1","0",4
1301,"17","263","276","3","4",4
1302,"17","267","293","0","1",4
1303,"17","275","314","2","0",4
1304,"17","264","262","1","1",4
1305,"17","283","287","0","0",4
1306,"17","294","282","0","2",4
1307,"17","284","277","1","1",4
1308,"17","265","292","1","3",4
1309,"17","303","266","0","0",4
1310,"17","315","373","1","2",4
1311,"18","263","275","1","2",4
1312,"18","267","283","0","3",4
1313,"18","277","262","3","2",4
1314,"18","276","294","1","2",4
1315,"18","282","264","0","2",4
1316,"18","293","314","5","0",4
1317,"18","292","266","2","2",4
1318,"18","287","303","3","1",4
1319,"18","373","284","0","1",4
1320,"18","315","265","1","1",4
1321,"19","266","373","3","1",4
1322,"19","262","287","0","2",4
1323,"19","275","293","0","1",4
1324,"19","264","292","3","1",4
1325,"19","283","263","0","0",4
1326,"19","294","315","2","0",4
1327,"19","284","282","2","0",4
1328,"19","265","276","2","1",4
1329,"19","303","267","0","0",4
1330,"19","314","277","0","0",4
1331,"20","263","284","1","0",4
1332,"20","267","275","1","1",4
1333,"20","277","266","0","0",4
1334,"20","276","283","3","2",4
1335,"20","282","262","2","0",4
1336,"20","293","265","4","1",4
1337,"20","292","303","0","0",4
1338,"20","287","314","0","1",4
1339,"20","373","294","0","1",4
1340,"20","315","264","0","1",4
